,Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
3739,2009,07/18/2009,STEWARDS/VETS LIST,Buffalo Raceway,Buffalo Raceway,Racing,Harness,partly cloudy and 68 degrees,Pro Bono Frank,CLINTON G. GALBRAITH, ,Pro Bono Frank-Tr. Clinton Galbraith-lame LF fetlock-infected cut-farm for treatment & recovery,Lameness
3740,2009,07/17/2009,RACING INCIDENT,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,CLEVER MUSE,RAMON A. VAZQUEZ SR, ,Clever Muse-Tr. Ramon Vazquez- reared at start-pulled up-horse ok, 
3741,2009,07/17/2009,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,Monticello,Racing,Harness,Cloudy,Match That,BRIAN A. O'NEILL, ,Match-Tr. Brian O'Neill- That scratched,Lameness
3742,2009,07/17/2009,EQUINE DEATH,Belmont Park (NYRA),Main track,Training,Thoroughbred,Clear,Iron Curtain,STEVE N. KLESARIS, ,Iron Curtain-Tr. Steve Klesaris-Fx both F sesamoids-Euthanized,Euthanasia
3743,2009,07/16/2009,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,MR,Racing,Harness, ,Super Precious,BRIAN A. O'NEILL, ,Super Precious-Tr. Brian O'Neill-LF Lameness-Scratched,Lameness
3744,2009,07/16/2009,ACCIDENT - ON TRACK,Monticello Raceway & Mighty M Gaming,MR,Racing,Harness,Overcast/Hot,J Grayson, , ,J Grayson-Tr. Carl Wellman-jumped shadow-interference-several riders unseated-no injuries to any horses, 
3745,2009,07/14/2009,EQUINE DEATH,Aqueduct Racetrack (NYRA),3/8 Pole,Non-Racing,Thoroughbred,Clear,Coris Star,DAVID JACOBSON, ,Coris Star-Tr. David Jacobson-got loose-fx R humerus-euthanized,Equine Death
3746,2009,07/14/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),Saratoga Training Track,Training,Thoroughbred,Clear,Aqueous,WILLIAM T. PHIPPS, ,Aqueous-Tr. William Phipps-Fx LFM sesamoid-Euthanized,Euthanasia
3747,2009,07/13/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES RACE TRACK,Racing,Thoroughbred,Sunny,TOP OF THE SEVENS,CHRISTOPHER J. ENGLEHART, ,Top of the Sevens-Tr. C. Englehart-fx LF leg-euthanized,Euthanasia
3748,2009,07/12/2009,RACING INCIDENT,Belmont Park (NYRA),Turf Track,Racing,Thoroughbred,Sunny,Intrepid,RICHARD E. DUTROW JR, ,Intrepid-Tr. Richard Dutrow- Pulled up-ambulanced off-no injury to horse, 
3749,2009,07/12/2009,FALL OF RIDER,Belmont Park (NYRA),Track,Racing,Thoroughbred,Clear,Niki All,GARY J. SCIACCA, ,Niki All-Tr. Gary Sciacca-Unseated Rider-Both horse & rider OK  no injuries,Accident
3750,2009,07/12/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,ALIE'S GALAXY,JAMES T. WRIGHT, ,Alie's Galaxy-Tr. James Wright-flipped in paddock-severe head trauma-euthanized,Euthanasia
3751,2009,07/11/2009,EQUINE DEATH,Aqueduct Racetrack (NYRA),Aqueduct barn 12A,Non-Racing,Thoroughbred,Clear,Buea Walnut,OSVALDO ROJAS, ,Buea Walnut-Tr. Osvaldo Rojas-Internal bleeding,Equine Death
3752,2009,07/10/2009,STEWARDS/VETS LIST,Buffalo Raceway,Buffalo Raceway,Racing,Harness,clear and 80 degrees,SCOOTERSLASTCHAMP,NEAL RUSSO, ,Scooterslastchamp-Tr. Neal Russo-lame-front foot-scratched-rested,Lameness
3753,2009,07/10/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),Finish,Racing,Thoroughbred,Clear,Slick Wheelie,BRUCE R. BROWN, ,Slick Wheelie-Tr. Bruce Brown-torn LF suspensory-stall/farm rest,Lameness
3754,2009,07/10/2009,RACING INCIDENT,Belmont Park (NYRA),3/8 pole,Racing,Thoroughbred,Clear,Daredevil's Joy,DAVID P. HENRIQUES, ,Daredevil's Joy-Tr. David Henriques-taken off track by ambulance-both horse & rider ok,Steward's List
3755,2009,07/10/2009,FALL OF RIDER,Belmont Park (NYRA),Main Track,Racing,Thoroughbred,Clear,Raceland,NEAL J. TERRACCIANO, ,Raceland-Neal Terracciano-Jockey Rudy Rodriguez-horse & rider appear ok, 
3756,2009,07/09/2009,EQUINE DEATH,Belmont Park (NYRA),Training track,Training,Thoroughbred,Clear,Graceful Pose,PHILIP M. SERPE, ,Graceful Pose-Tr. Philip Serpe-RF cannon bone fx-euthanized,Euthanasia
3757,2009,07/09/2009,FALL OF RIDER,Belmont Park (NYRA),Post parade,Racing,Thoroughbred,Clear,Orthodontist,SCOTT D. EVERETT, ,Orthodontist-Tr. Scott Everett-threw jockey in post parade-scratched-horse & rider ok,Accident
3758,2009,07/08/2009,STEWARDS/VETS LIST,Buffalo Raceway,Buffalo Raceway,Racing,Harness,partly cloudy  70 degrees,PRECIOUS REVENGE,CARL M. CUMMINGS, ,Precious Revenge-Tr. Carl Cummings-hind lameness-scratched-rested & ok to race,Lameness
3759,2009,07/08/2009,EQUINE DEATH,Belmont Park (NYRA),Barn #15,Training,Thoroughbred,Sunny,Kid Hendrix,FRANK MARTIN, ,Kid Hendrix-Tr. Frank Martin-LF fx from 2008-unable to recover from injury-euthanized,Euthanasia
3760,2009,07/05/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES RACE TRACK,Non-Racing,Thoroughbred, ,GET YOUR GROOVE ON,OSCAR S. BARRERA JR, ,Get Your Groove On-Tr. Oscar S Barrera  Jr-pleuro pneumonia-euthanized,Euthanasia
3761,2009,07/05/2009,EQUINE DEATH,Belmont Park (NYRA), Barn 36 -Belmont,Non-Racing,Thoroughbred, ,Atlantic Fleet,DAVID P. DUGGAN, ,Atlantic Fleet-Tr. David Duggan-complication from cellultis (laminatis)-euthanized,Euthanasia
3762,2009,07/04/2009,STEWARDS/VETS LIST,Yonkers Raceway,3/8 pole,Racing,Harness,Clear,Dream Well,ROBERT W. HARMON, ,Dream Well-Tr. Robert Harmon-Caught up in hobbles fell-horse OK-must requalify,Steward's List
3763,2009,07/04/2009,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,MR,Racing,Harness,Clear,Wally West,APRIL C. ALDRICH, ,Wally West-Tr. April Aldrich-previous LL cannon bone fx-turned out 2 mos.-returned to race, 
3764,2009,07/01/2009,EQUINE DEATH,Belmont Park (NYRA),Wire then Barn 10 Aqueduct,Racing,Thoroughbred,Clouds & Sun,Big Stack,RICHARD E. DUTROW JR, ,Big Stack-Tr. Richard Dutrow-RF sesamoid fxs-euthanized,Euthanasia
3765,2009,07/01/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),Saratoga barn 64,Non-Racing,Thoroughbred,Thunder storms,Unamed 07 Always Red,BRUCE N. LEVINE, ,Unamed 07 Always Red-Tr. Bruce Levine-Found in stall w/ Fx L femur-euthanized,Euthanasia
3766,2009,07/01/2009,EQUINE DEATH,Belmont Park (NYRA),Barn 22,Training,Thoroughbred,Thunder Storms,Kentucky Bluebird,PATRICK J. KELLY, ,Kentucky Bluebird-Patrick Kelly-Found in stall reinjured LH condylar fx-euthanized,Euthanasia
3767,2009,06/30/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,A P GRACIE,KARL M. GRUSMARK, ,A P Gracie-Tr. Karl Grusmark-RH leg fx-euthanized,Euthanasia
3768,2009,06/30/2009,RACING INCIDENT,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,Kid Smokey,EDWARD C. PERDUE, ,Kid Smokey-Tr. Edward Perdue-reared in starting gate-declared non-starter-no injuries to horse or rider, 
3769,2009,06/30/2009,FALL OF HORSE,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,PROUD VINTAGE,BRUCE D. ANDERSON, ,Proud Vintage-Tr. Bruce Anderson-clipped heels & fell-Jockey Rubin Rojas broke collar bone-no injury to horse, 
3770,2009,06/30/2009,ACCIDENT - IN STARTING GATE,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred,Partly Cloudy,CAPTIVA  DREAMIN,LAVERN A. BOWMAN, ,Captiva Dreamin-Tr. Lavern Bowman-reared in gate-head laceration-back in training, 
3771,2009,06/27/2009,STEWARDS/VETS LIST,Tioga Downs,Tioga Downs Paddock,Racing,Harness,Clear   73,Venable,ANDREW B. BYLER, ,Venable-Tr. Andrew Byler-Muscular cramping-horse scratched-being treated at farm-must requalify,Steward's List
3772,2009,06/27/2009,EQUINE DEATH,Belmont Park (NYRA), ,Racing,Thoroughbred, ,Cape Marco,NICHOLAS P. ZITO, ,Cape Marco-Tr. Nick Zito-ruptured artery/torn ligaments-euthanized,Euthanasia
3773,2009,06/26/2009,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,CHALLENGER'S SONG,RAFAEL G. ROHENA SR, ,Challenger's Song-Tr. Rafael Rohena  Sr.-reinjured bowed tendon-must requalify, 
3774,2009,06/26/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga  Harness,Racing,Harness,Clear 70 deg,Bama Bound,COLIN JOHNSON, ,Bama Bound-Tr. Colin Johnson-fx coffin bone- horse retired,Steward's List
3775,2009,06/26/2009,FALL OF RIDER,Belmont Park (NYRA),Quarter pole,Racing,Thoroughbred,Cloudy,Prairie Boy,JOFFRE M. CORREA, ,Prairie Boy-Tr. Joffre Correa-Tight quarters hit rail  rider lost-both horse & jockey ok, 
3776,2009,06/25/2009,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,Monticello,Racing,Harness,Clear but overcast,Jamin James,BRIAN A. O'NEILL, ,Jasmin James-Tr. Brian O'Neill-RF lameness-scratched,Lameness
3777,2009,06/25/2009,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,Monticello Raceway,Racing,Harness,Clear but overcast,Super Precious,BRIAN A. O'NEILL, ,Super Precious-Tr. Brian O'Neill-LF leg lameness-scratched,Lameness
3778,2009,06/21/2009,FALL OF HORSE,Tioga Downs,Tioga Downs  3/4 pole,Racing,Harness,Cloudy 72 degrees,Yankee Vader,JACLYN B. BAILEY, ,Yankee Vader-Tr. Jaclyn Bailey-fell on track-sustained skin scrapes to knees & laceration above right eye-return to racing end of July,Steward's List
3779,2009,06/21/2009,FALL OF RIDER,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred,Partly Cloudy,RIVER WARRIOR,BETH M. SAUL, ,River Warrior-Tr. Beth Saul-reared at start and lost rider-no injury to horse or rider, 
3780,2009,06/21/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES RACETRACK,Racing,Thoroughbred,RAIN,I'M A BELIEVER,OSCAR S. BARRERA JR, ,I'm A Believer-Tr. Oscar Barrera  Jr.-sustained fx 3rd carpal bone- euthanized,Equine Death
3781,2009,06/20/2009,FALL OF HORSE,Finger Lakes Gaming & Racetrack,Finger Lakes,Training,Thoroughbred,rain,Patty's Breeze,PAUL W. BARROW, ,Patty's Breeze-Tr. Paul Barrow-horse flipped on Rider Tammi Lord-injured leg-horse ok, 
3782,2009,06/20/2009,EQUINE DEATH,Belmont Park (NYRA),Belmont Barn #37,Racing,Thoroughbred,Clouds & Sun,Hi Daddy,LEAH A. GYARMATI, ,Hi Daddy-Tr. Leah Gyarmati-Died after raced-Cardiovascular Collapse,Equine Death
3783,2009,06/19/2009,EQUINE DEATH,Vernon Downs,VD,Racing,Harness,CLEAR,JOHN HENRY,DANIEL R. DALEY, ,John Henry-Tr. Daniel Daley-sustained fx L knee-euthanized,Equine Death
3784,2009,06/18/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers,Racing,Harness,rain,Jenny the Genie,EDWARD C. CLEMENT, ,Jenny the Genie-Tr. Edward Clement-choked down-fell to knees-no injury noted,Steward's List
3785,2009,06/17/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),Gate,Racing,Thoroughbred,Clouds & Sun,That's How I Roll,KIARAN P. MCLAUGHLIN, ,That's How I Roll-Tr. Kiaran McLaughlin-flipped in gate-scratched-minor scrapes-horse & rider OK,Steward's List
3786,2009,06/17/2009,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,Monticello,Unknown,Harness,Cloudy,Match That,BRIAN A. O'NEILL, ,Match-Tr. Brian O'Neill- That scratched, 
3787,2009,06/17/2009,STEWARDS/VETS LIST,Buffalo Raceway,Buffalo Raceway - track,Racing,Harness,64 degrees - rain,PASSWORD,SHERRI L. HOLLIDAY, ,Password-Tr. Sherri Holliday-LF sesamoid fx-retired-broodmare,Injury
3788,2009,06/17/2009,EQUINE DEATH,Belmont Park (NYRA),Barn 26,Non-Racing,Thoroughbred, ,Sailor's Cap,JAMES J. TONER, ,Sailor's Cap-Tr. James Toner-found dead in stall-pathology report-acute necrotizing colitis,Equine Death
3789,2009,06/14/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),Going to Gate,Racing,Thoroughbred,Clouds & Sun,Distorted Passion,TODD A. PLETCHER, ,Distorted Passion-Tr. Todd Pletcher-kicked by lead pony-sustained wound-stitched-jogging 6/16/09,Steward's List
3790,2009,06/14/2009,ACCIDENT - DRIVER/JOCKEY,Belmont Park (NYRA),Gate,Racing,Thoroughbred,Clouds & Sun,Alfonso's Loss,LEO O'BRIEN, ,Alfonso's Loss-Tr. Leo O'Brien-unseated rider at starting gate-scratched-horse & rider OK,Accident
3791,2009,06/13/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes Racetrack,Training,Thoroughbred, ,LILITH'S DREAM,JONATHAN B. BUCKLEY, ,Lilith's Dream- Tr. Jonathan Buckley-fx sesamoid RF limb-euthanized,Euthanasia
3792,2009,06/13/2009,STEWARDS/VETS LIST,Vernon Downs,Vernon Downs,Racing,Harness,raining,First Nation,DONALD B. SIMMONDS, ,First Nation-Tr. Donald Simmonds-broke equip.-horse stumbled-slight wound both front legs-horse OK,Steward's List
3793,2009,06/13/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga Harness,Racing,Harness,70  Rain,Seeshark,DAVID J. CORLEW, ,Seeshark-Tr. David Corlew-lame-scratched-6/24/09-ok to race,Steward's List
3794,2009,06/13/2009,ACCIDENT - ON TRACK,Vernon Downs,Vernon Downs,Racing,Harness,Sunny  Clear,Steuben Paul,MARY BETH NELSON, ,Steuben  Paul-Tr. Mary Beth Fisher-hit by another sulky-superficial injuries to horse-driver not injured,Accident
3795,2009,06/12/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),Belmont Race Track,Racing,Thoroughbred, ,Dance Lesson,GREGORY J. DIPRIMA, ,Dance Lesson-Tr. Gregory Diprima-bowed RF tendon-retired  broodmare,Injury
3796,2009,06/09/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FLRT,Training,Thoroughbred, ,A SONG FOR HOPE,RAFAEL G. ROHENA SR, ,A Song For Hope-Tr. Rafael Rohena  Sr.-sustained mid-body humeral fx during workout-euthanized,Euthanasia
3797,2009,06/06/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),Barn 31,Racing,Thoroughbred, ,Dunkirk,TODD A. PLETCHER, ,Dunkirk-Tr. Todd Pletcher-fx LH cannon bone-surgery to correct-sent to Kentucky for stud,Injury
3798,2009,06/06/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness, ,Shorty's Boy N,DAVID J. CORLEW, ,Shorty's Boy N-Tr. David Corlew-lame L/F ankle-turned out to rest,Steward's List
3799,2009,06/05/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FLRT,Racing,Thoroughbred, ,Munro Bank,RAFAEL G. ROHENA SR, ,Munro Bank-Tr. Rafael G Rohena Sr.-fx-lame-surgery not an option-euthanized,Equine Death
3800,2009,05/31/2009,EQUINE DEATH,Belmont Park (NYRA),Belmont barn 43,Training,Thoroughbred,Cloudy,Teapot Dome,MICHAEL E. HUSHION, ,Teapot Dome-Tr. Michael Hushion-CV collapse after breezing-died in stall,Equine Death
3801,2009,05/31/2009,EQUINE DEATH,Belmont Park (NYRA),After 1/4 pole,Racing,Thoroughbred,Sunny,Sassification,MICHAEL J. JABLOW, ,Sassification-Tr. Michael Jablow-LF sesamoid fx-euthanized,Euthanasia
3802,2009,05/30/2009,ACCIDENT - ON TRACK,Vernon Downs,Vernon Downs,Racing,Harness,Sunny  Clear,Marquee Nights,DANIEL R. DALEY, ,Marquee Nights-Tr. D. Daley-ran into another sulky-superficial injuries to horse & no injury to driver,Accident
3803,2009,05/30/2009,STEWARDS/VETS LIST,Tioga Downs,Tioga Downs,Racing,Harness,Clear,LOCKRIDGE,KEVIN W. JOHNSON, ,Lockridge-Tr. Kevin Johnson-sustained RF splint bone fx-surgery-condition unknown,Accident
3804,2009,05/30/2009,STEWARDS/VETS LIST,Buffalo Raceway,Buffalo Raceway,Racing,Harness,clear - 66 degrees,Tropical Punch,LAURIE M. PATISTAS, ,Tropical Punch-Tr. Laurie Patistas-lame horse on trac-scratched-full recovery expected,Lameness
3805,2009,05/30/2009,EQUINE DEATH,Belmont Park (NYRA),Belmont Barn 43,Non-Racing,Thoroughbred, ,Glacken Queen,MICHAEL E. HUSHION, ,Glacken Queen-Tr. Michael Hushion-flipped while washing  head trauma could not stand-euthanized,Equine Death
3806,2009,05/30/2009,ACCIDENT - ON TRACK,Tioga Downs,Tioga Downs,Racing,Harness,Clear,Bull Rush,RAYMOND W. SCHNITTKER, ,Bull Rush-Tr. R. Schnittker & Lockridge-Tr. K Johnson-collision after race-no injury to Bull Rush-Lockridge sustained RF splint bone fx-surgery-cond. Unknown, 
3807,2009,05/28/2009,EQUINE DEATH,Belmont Park (NYRA),Wire,Racing,Thoroughbred,cloudy,Sammy's Toy,TIMOTHY S. RITVO, ,Sammy's Toy-Tr. Tim Ritvo-sesamoid fractures & suspensory rupture-euthanized,Euthanasia
3808,2009,05/22/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga Raceway,Racing,Harness,Clear  warm,makeherownway,JOHN G. STASKOWSKI, ,Makeherownway-Tr. John Staskowski-came up lame following race-horse retired,Lameness
3809,2009,05/20/2009,STEWARDS/VETS LIST,Buffalo Raceway,finish line - Buffalo Raceway,Racing,Harness,clear,WINFORUS N,BRENDA A. OHOL, ,Winforus N-Tr. Brenda Ohol-fell after crossing finish line-superficial injuries bandaged and rest,Injury
3810,2009,05/20/2009,EQUINE DEATH,Belmont Park (NYRA),Paddock,Racing,Thoroughbred,Clear,City On Line,HARRY A. JERKENS, ,City On Line-Tr. Harry Jerkens-unseated rider ran to paddock & hit statue-L femur fx-euthanized,Equine Death
3811,2009,05/20/2009,ACCIDENT - ON TRACK,Buffalo Raceway,finish line -,Racing,Harness,clear,CODE WHITE,LYNN M. FISHER, ,Code White-Tr. Lynn Fisher-fell at finish line-LF elbow & knee lacerations-horse recovering quickly,Injury
3812,2009,05/15/2009,EQUINE DEATH,Belmont Park (NYRA),3/8 pole,Racing,Thoroughbred,Cloudy,Deferredretirement,FAUSTINO F. RAMOS, ,Deferredretirement-Tr. Faustino Ramos-RF sesamoid fx-euthanized,Euthanasia
3813,2009,05/15/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga Raceway,Racing,Harness, ,DW'S Judy,GILBERT E. LAWYER JR, ,DW'S Judy-Tr. Gilbert Lawyer-LF lameness-scratched-5/29/09 returned t race,Steward's List
3814,2009,05/15/2009,EQUINE DEATH,Yonkers Raceway,1/2mi POLE,Racing,Harness,CLEAR,B SMART,SCOTT D. DIDOMENICO, ,B Smart-Tr. Scott DiDomenico-fx LH cannon bone-euthanized,Euthanasia
3815,2009,05/14/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga Raceway,Racing,Harness,Rain,Harmony Shuttle,HENRY H. WESTBROOK III, ,Harmony Shuttle-Tr. Henry Westbrook-flipped entering track-scratched-no apparent injuries,Steward's List
3816,2009,05/14/2009,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,MR  After Start  Racing,Racing,Harness,Cloudy/cool,Chicka Chicka,PETER T. STRATTON, ,Chicka Chicka-Tr. Peter Stratton-suspected fx-horse sold (See case R0578.09),Steward's List
3817,2009,05/14/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),After wire,Racing,Thoroughbred,Cloudy,Sounds Tacky,PASTOR . MENA II, ,Sounds Tacky-Tr. Pastor Mena-pulled up & ambulanced off track-no apparent injury-removed from vet's list,Steward's List
3818,2009,05/10/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),Barn #3 Aqueduct,Racing,Thoroughbred,Clear,Digger Karakorum,JEFFREY K. ODINTZ, ,Digger Karakorum-Tr. Jeffrey Odintz-RF bowed tendon-sent to farm to recover,Injury
3819,2009,05/07/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga Raceway,Racing,Harness,Clear  cool,Blueridge Ingenue,CLAUDE H. BOURGEOIS, ,Blueridge Ingenue-Claude Bourgeois-lame during warm-up-scratched-giving time off,Lameness
3820,2009,05/07/2009,EQUINE DEATH,Belmont Park (NYRA),Barn #10,Racing,Thoroughbred,Overcast,Precious Kiss,THOMAS ALBERTRANI, ,Precious Kiss-Tr. Thomas Albertrani-LF sesamoids fx-euthanized,Death
3821,2009,05/04/2009,EQUINE DEATH,Monticello Raceway & Mighty M Gaming,Monticello Raceway,Racing,Harness,Cloudy,Chicka Chicka,PETER T. STRATTON, ,Chicka Chicka-Tr. Peter Stratton-fx LF leg-euthanized (see case #R0251.09),Euthanasia
3822,2009,05/03/2009,EQUINE DEATH,Belmont Park (NYRA),3/4 Pole,Training,Thoroughbred,Cloudy,Not Ja Mama,KIARAN P. MCLAUGHLIN, ,Not Ja Mama-Tr. Kiaran McLaughlin-RF Cannon Bone Fx-Euthanasia,Death
3823,2009,05/02/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FLRT,Non-Racing,Thoroughbred, ,BENEFIANCE,OSCAR S. BARRERA JR, ,Benefiance-Tr. Oscar Barrera  Jr.-medial basalar sesamoidiar fracture-euthanized,death
3824,2009,05/02/2009,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,BEAUS GIN,RAMON VAZQUEZ JR, ,Beaus Gin-Tr. Ramon Vazquez-vanned off-reinjured LF tendon-retired,Steward's List
3825,2009,05/01/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),After Wire,Racing,Thoroughbred,Clear,Wicked B. Havior,BARCLAY TAGG, ,Wicked B. Havior-Tr. Barclay Tagg-pulled up lame-resumed training,Lame no death
3826,2009,04/30/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),After Wire,Racing,Thoroughbred,Clear,King Mobay,SYDNEY D. DUTROW, ,King Mobay-Tr. Sydney Dutrow-LF suspensory damage-horse retired,Injury
3827,2009,04/30/2009,FALL OF RIDER,Belmont Park (NYRA),Main Track,Racing,Thoroughbred,Clear,Royal Skip,PAULINO O. ORTIZ, ,Royal Skip-Tr. Paulino Ortiz-rider unseated & taken to hospital & released-no injury to horse, 
3828,2009,04/29/2009,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,MR  After Start  Racing,Unknown,Harness,Cloudy/cool,Chicka Chicka,PETER T. STRATTON, ,Chicka Chicka-Tr. Peter Stratton-suspected fx-horse sold (See case R0578.09),Injury
3829,2009,04/29/2009,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,Monticello Raceway,Racing,Harness,Cloudy,Andrew Patron N,WILLIAM R. MINTZ, ,Andrew Patron N-Tr. William Mintz-lame-sprain LF leg-scratched-stall rest,Steward's List
3830,2009,04/28/2009,EQUINE DEATH,Aqueduct Racetrack (NYRA),Aqueduct Barn#1,Training,Thoroughbred,Clear,Mickeless,BOB G. DUNHAM, ,Mickeless-Tr. Bob Dunham-fx RF sesamoids-Euthanasia,Death
3831,2009,04/28/2009,STEWARDS/VETS LIST,Tioga Downs,Paddock and race track,Racing,Harness,snowing then sun,Henry 8th,PHILLIP J. FLUET, ,Henry 8th-Tr. Phillip Fluet-lame in post parade-scratched,Steward's List
3832,2009,04/28/2009,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,REMEMBER BETTY,JAMES G. KETTELL, ,Remember Betty-Tr. James Kettell-bled-pulled up-vanned off track-removed from bleeder's list 5/17/09,Steward's List
3833,2009,04/28/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FLRT,Racing,Thoroughbred, ,Even Par,SAMUEL J. KEYROUZE, ,EVEN PAR-Tr. Samuel Keyrouse-fx left cannon bone-euthanized,Equine Death
3834,2009,04/28/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FLRT,Non-Racing,Thoroughbred, ,ESTOPLAM,HECTOR GUERRA, ,Estoplam-Tr. Hector Guerra-advanced joint disease-euthanized, 
3835,2009,04/28/2009,EQUINE DEATH,Belmont Park (NYRA),1mile 1/4,Training,Thoroughbred,Clear,Timberah,STEVEN M. ASMUSSEN, ,Timberah-Tr. Steven Asmussen-RF sesamoid fx-euthanasia, 
3836,2009,04/27/2009,STEWARDS/VETS LIST,Yonkers Raceway,On Track,Racing,Harness,Clear,Hawaiian Rowdy,JOSHUA L. GREEN, ,Hawaiian Rowdy-Tr. Josh Green-DNF  Race - A Fib - taken home, 
3837,2009,04/25/2009,EQUINE DEATH,Aqueduct Racetrack (NYRA),Wire - first time,Racing,Thoroughbred,Clear,Cloud Nine,DAVID P. DUGGAN, ,Cloud Nine-Tr. David Duggan-fx R hind cannon bone-euthanized, 
3838,2009,04/23/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers,Racing,Harness, ,Ray the King,SCOTT D. DIDOMENICO, ,Ray the King-Tr. Scott DiDomenico-stumbled during race-atrial fib-walked off track, 
